"","movieId","title","totalRating","qtdObs"
"161",252,"I.Q. (1994)",165,52
"162",253,"Interview with the Vampire: The Vampire Chronicles (1994)",0,0
"163",256,"Junior (1994)",49,12
"164",257,"Just Cause (1995)",92.5,25
"165",258,"Kid in King Arthur's Court, A (1995)",491.5,158
"166",259,"Kiss of Death (1995)",101,24
"167",260,"Star Wars: Episode IV - A New Hope (1977)",55.5,13
"168",262,"Little Princess, A (1995)",304.5,78
"169",265,"Like Water for Chocolate (Como agua para chocolate) (1992)",15,5
"170",266,"Legends of the Fall (1994)",44,15
"171",268,"Little Odessa (1994)",14,4
"172",270,"Love Affair (1994)",4,1
"173",272,"Madness of King George, The (1994)",3,1
"174",273,"Mary Shelley's Frankenstein (Frankenstein) (1994)",246.5,61
"175",276,"Milk Money (1994)",67.5,20
"176",280,"Murder in the First (1995)",424.5,125
"177",281,"Nobody's Fool (1994)",12,4
"178",283,"New Jersey Drive (1995)",113.5,42
"179",285,"Beyond Bedlam (1993)",46.5,13
"180",287,"Nina Takes a Lover (1994)",27.5,11
"181",288,"Natural Born Killers (1994)",18.5,5
"182",289,"Only You (1994)",1228.5,291
"183",290,"Once Were Warriors (1994)",189.5,51
"184",291,"Poison Ivy II (1996)",77,20
"185",292,"Outbreak (1995)",3,1
"186",293,"Léon: The Professional (a.k.a. The Professional) (Léon) (1994)",9,2
"187",294,"Perez Family, The (1995)",240.5,62
"188",295,"Pyromaniac's Love Story, A (1995)",254.5,73
"189",296,"Pulp Fiction (1994)",35.5,13
"190",301,"Picture Bride (Bijo photo) (1994)",29,9
"191",302,"Queen Margot (Reine Margot, La) (1994)",14,4
"192",303,"Quick and the Dead, The (1995)",156,39
"193",304,"Roommates (1995)",84.5,27
"194",308,"Three Colors: White (Trzy kolory: Bialy) (1994)",117.5,35
"195",313,"Swan Princess, The (1994)",90.5,22
"196",314,"Secret of Roan Inish, The (1994)",69.5,18
"197",315,"Specialist, The (1994)",144.5,44
"198",316,"Stargate (1994)",3,1
"199",317,"Santa Clause, The (1994)",0,0
"200",318,"Shawshank Redemption, The (1994)",4,1
"201",319,"Shallow Grave (1994)",0,0
"202",320,"Suture (1993)",16,5
"203",322,"Swimming with Sharks (1995)",48.5,14
"204",324,"Sum of Us, The (1994)",63,16
"205",327,"Tank Girl (1995)",537.5,132
"206",328,"Tales from the Crypt Presents: Demon Knight (1995)",10,3
"207",329,"Star Trek: Generations (1994)",12,4
"208",330,"Tales from the Hood (1995)",1379,324
"209",332,"Village of the Damned (1995)",0,0
"210",335,"Underneath (1995)",5,1
"211",336,"Walking Dead, The (1995)",26,7
"212",338,"Virtuosity (1995)",10,3
"213",339,"While You Were Sleeping (1995)",33,12
"214",340,"War, The (1994)",133.5,32
"215",345,"Adventures of Priscilla, Queen of the Desert, The (1994)",0,0
"216",346,"Backbeat (1993)",18,5
"217",347,"Bitter Moon (1992)",19,7
"218",349,"Clear and Present Danger (1994)",128,44
"219",350,"Client, The (1994)",488.5,145
"220",351,"Corrina, Corrina (1994)",207.5,70
"221",352,"Crooklyn (1994)",1395.5,311
"222",353,"Crow, The (1994)",151,38
"223",355,"Flintstones, The (1994)",25.5,7
"224",356,"Forrest Gump (1994)",51,14
"225",357,"Four Weddings and a Funeral (1994)",0,0
"226",360,"I Love Trouble (1994)",3,1
"227",361,"It Could Happen to You (1994)",28.5,7
"228",362,"Jungle Book, The (1994)",71.5,26
"229",364,"Lion King, The (1994)",382,114
"230",366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",18,6
"231",367,"Mask, The (1994)",32,10
"232",368,"Maverick (1994)",166,50
"233",370,"Naked Gun 33 1/3: The Final Insult (1994)",9,3
"234",371,"Paper, The (1994)",3,1
"235",372,"Reality Bites (1994)",334,88
"236",374,"Richie Rich (1994)",347.5,101
"237",376,"River Wild, The (1994)",9,2
"238",377,"Speed (1994)",192.5,56
"239",378,"Speechless (1994)",3,1
"240",379,"Timecop (1994)",502.5,175
"241",380,"True Lies (1994)",180,48
"242",381,"When a Man Loves a Woman (1994)",18,6
"243",382,"Wolf (1994)",27,7
"244",384,"Bad Company (1995)",435.5,115
"245",387,"Low Down Dirty Shame, A (1994)",233,70
"246",389,"Colonel Chabert, Le (1994)",23.5,7
"247",390,"Faster Pussycat! Kill! Kill! (1965)",240.5,67
"248",391,"Jason's Lyric (1994)",7,2
"249",392,"Secret Adventures of Tom Thumb, The (1993)",86,39
"250",393,"Street Fighter (1994)",1382.5,341
"251",401,"Mirage (1995)",449.5,122
"252",405,"Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)",17,7
"253",407,"In the Mouth of Madness (1995)",0,0
"254",409,"Above the Rim (1994)",84.5,25
"255",410,"Addams Family Values (1993)",103.5,30
"256",415,"Another Stakeout (1993)",36,11
"257",417,"Barcelona (1994)",251,71
"258",420,"Beverly Hills Cop III (1994)",65,20
"259",421,"Black Beauty (1994)",104,34
"260",423,"Blown Away (1994)",42,20
"261",425,"Blue Sky (1994)",161,47
"262",426,"Body Snatchers (1993)",642,180
"263",427,"Boxing Helena (1993)",39,12
"264",431,"Carlito's Way (1993)",91,29
"265",432,"City Slickers II: The Legend of Curly's Gold (1994)",59,19
"266",434,"Cliffhanger (1993)",13,4
"267",435,"Coneheads (1993)",0,0
"268",436,"Color of Night (1994)",0,0
"269",438,"Cowboy Way, The (1994)",22,6
"270",440,"Dave (1993)",20.5,5
"271",442,"Demolition Man (1993)",8,3
"272",443,"Endless Summer 2, The (1994)",10.5,5
"273",444,"Even Cowgirls Get the Blues (1993)",0,0
"274",446,"Farewell My Concubine (Ba wang bie ji) (1993)",0,0
"275",447,"Favor, The (1994)",0,0
"276",450,"With Honors (1994)",0,0
"277",451,"Flesh and Bone (1993)",4,1
"278",453,"For Love or Money (1993)",0,0
"279",454,"Firm, The (1993)",0,0
"280",455,"Free Willy (1993)",37,16
"281",456,"Fresh (1994)",0,0
"282",458,"Geronimo: An American Legend (1993)",3,1
"283",459,"Getaway, The (1994)",2.5,1
"284",461,"Go Fish (1994)",0,0
"285",463,"Guilty as Sin (1993)",88.5,25
"286",464,"Hard Target (1993)",60,26
"287",465,"Heaven & Earth (1993)",17.5,7
"288",466,"Hot Shots! Part Deux (1993)",34,12
"289",468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",47,13
"290",469,"House of the Spirits, The (1993)",6,2
"291",472,"I'll Do Anything (1994)",33,11
"292",473,"In the Army Now (1994)",33.5,9
"293",474,"In the Line of Fire (1993)",47.5,14
"294",476,"Inkwell, The (1994)",15.5,4
"295",477,"What's Love Got to Do with It? (1993)",38,12
"296",479,"Judgment Night (1993)",34,14
"297",480,"Jurassic Park (1993)",85.5,23
"298",481,"Kalifornia (1993)",23,9
"299",482,"Killing Zoe (1994)",0,0
"300",484,"Lassie (1994)",167,63
"301",485,"Last Action Hero (1993)",20,7
"302",487,"Lightning Jack (1994)",135.5,55
"303",488,"M. Butterfly (1993)",11,5
"304",492,"Manhattan Murder Mystery (1993)",320.5,90
"305",493,"Menace II Society (1993)",135.5,37
"306",494,"Executive Decision (1996)",282,95
"307",496,"What Happened Was... (1994)",21,7
"308",497,"Much Ado About Nothing (1993)",28,9
"309",498,"Mr. Jones (1993)",36,9
"310",499,"Mr. Wonderful (1993)",4,1
"311",500,"Mrs. Doubtfire (1993)",39.5,11
"312",502,"Next Karate Kid, The (1994)",55,16
"313",504,"No Escape (1994)",24,7
"314",506,"Orlando (1992)",12,5
"315",507,"Perfect World, A (1993)",382,110
"316",509,"Piano, The (1993)",20,6
"317",511,"Program, The (1993)",15,4
"318",512,"Puppet Masters, The (1994)",7,2
"319",513,"Radioland Murders (1994)",5,2
"320",515,"Remains of the Day, The (1993)",0,0
"321",516,"Renaissance Man (1994)",24,7
"322",517,"Rising Sun (1993)",28,9
"323",519,"RoboCop 3 (1993)",187,59
"324",521,"Romeo Is Bleeding (1993)",109,33
"325",522,"Romper Stomper (1992)",25,8
"326",527,"Schindler's List (1993)",3,3
"327",528,"Scout, The (1994)",309,80
"328",531,"Secret Garden, The (1993)",4,1
"329",532,"Serial Mom (1994)",57.5,16
"330",533,"Shadow, The (1994)",0,0
"331",534,"Shadowlands (1993)",13,4
"332",539,"Sleepless in Seattle (1993)",16.5,6
"333",541,"Blade Runner (1982)",5,2
"334",542,"Son in Law (1993)",7,2
"335",543,"So I Married an Axe Murderer (1993)",12.5,4
"336",544,"Striking Distance (1993)",31.5,12
"337",546,"Super Mario Bros. (1993)",48,14
"338",547,"Surviving the Game (1994)",69,21
"339",548,"Terminal Velocity (1994)",78.5,21
"340",549,"Thirty-Two Short Films About Glenn Gould (1993)",76,23
"341",550,"Threesome (1994)",212,61
"342",551,"Nightmare Before Christmas, The (1993)",30.5,8
"343",552,"Three Musketeers, The (1993)",8,3
"344",553,"Tombstone (1993)",239,60
"345",554,"Trial by Jury (1994)",8,3
"346",555,"True Romance (1993)",3,1
"347",558,"Pagemaster, The (1994)",61.5,15
"348",561,"Killer (Bulletproof Heart) (1994)",0,0
"349",562,"Welcome to the Dollhouse (1995)",16,5
"350",563,"Germinal (1993)",19,7
"351",565,"Cronos (1993)",59.5,17
"352",567,"Kika (1993)",315.5,86
"353",568,"Bhaji on the Beach (1993)",292.5,78
"354",569,"Little Big League (1994)",11.5,5
"355",571,"Wedding Gift, The (1994)",9,3
"356",574,"Spanking the Monkey (1994)",15,6
"357",575,"Little Rascals, The (1994)",62,17
"358",577,"Andre (1994)",186,46
"359",582,"Métisse (Café au Lait) (1993)",23.5,11
"360",586,"Home Alone (1990)",199,65
"361",587,"Ghost (1990)",36,10
"362",588,"Aladdin (1992)",25.5,9
"363",589,"Terminator 2: Judgment Day (1991)",20,6
"364",590,"Dances with Wolves (1990)",128,36
"365",592,"Batman (1989)",0,0
"366",593,"Silence of the Lambs, The (1991)",1,1
"367",594,"Snow White and the Seven Dwarfs (1937)",1050,244
"368",595,"Beauty and the Beast (1991)",5,2
"369",596,"Pinocchio (1940)",177,45
"370",597,"Pretty Woman (1990)",0,0
"371",599,"Wild Bunch, The (1969)",110.5,31
"372",600,"Love and a .45 (1994)",58.5,18
"373",605,"One Fine Day (1996)",105,25
"374",606,"Candyman: Farewell to the Flesh (1995)",101,26
"375",608,"Fargo (1996)",9,4
"376",609,"Homeward Bound II: Lost in San Francisco (1996)",30.5,10
"377",610,"Heavy Metal (1981)",97.5,25
"378",611,"Hellraiser: Bloodline (1996)",428.5,125
"379",613,"Jane Eyre (1996)",589.5,146
"380",614,"Loaded (1994)",52,19
"381",615,"Bread and Chocolate (Pane e cioccolata) (1973)",174,52
"382",616,"Aristocats, The (1970)",23.5,9
"383",617,"Flower of My Secret, The (La flor de mi secreto) (1995)",0,0
"384",627,"Last Supper, The (1995)",36,11
"385",628,"Primal Fear (1996)",328.5,90
"386",630,"Carried Away (1996)",157,50
"387",631,"All Dogs Go to Heaven 2 (1996)",198.5,57
"388",632,"Land and Freedom (Tierra y libertad) (1995)",6,2
"389",635,"Family Thing, A (1996)",58.5,15
"390",639,"Girl 6 (1996)",5,1
"391",640,"Diabolique (1996)",0,0
"392",647,"Courage Under Fire (1996)",3,1
"393",648,"Mission: Impossible (1996)",111.5,30
"394",653,"Dragonheart (1996)",9,2
"395",659,"Purple Noon (Plein soleil) (1960)",8,2
"396",661,"James and the Giant Peach (1996)",7,2
"397",665,"Underground (1995)",0,0
"398",671,"Mystery Science Theater 3000: The Movie (1996)",0,0
"399",673,"Space Jam (1996)",4,2
"400",674,"Barbarella (1968)",0,0
"401",678,"Some Folks Call It a Sling Blade (1993)",0,0
"402",680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",72,17
"403",687,"Country Life (1994)",0,0
"404",688,"Operation Dumbo Drop (1995)",126,41
"405",690,"Promise, The (Versprechen, Das) (1995)",401.5,129
"406",691,"Mrs. Winterbourne (1996)",419,126
"407",692,"Solo (1996)",790,215
"408",694,"Substitute, The (1996)",949.5,237
"409",695,"True Crime (1996)",751,202
"410",696,"Butterfly Kiss (1995)",0,0
"411",697,"Feeling Minnesota (1996)",666,196
"412",704,"Quest, The (1996)",494,147
"413",707,"Mulholland Falls (1996)",56.5,14
"414",708,"Truth About Cats & Dogs, The (1996)",4,1
"415",709,"Oliver & Company (1988)",0,0
"416",711,"Flipper (1996)",3,1
"417",714,"Dead Man (1995)",0,0
"418",715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",63.5,19
"419",718,"Visitors, The (Visiteurs, Les) (1993)",16.5,6
"420",720,"Wallace & Gromit: The Best of Aardman Animation (1996)",953.5,224
"421",724,"Craft, The (1996)",21,7
"422",731,"Heaven's Prisoners (1996)",7,2
"423",733,"Rock, The (1996)",145.5,42
"424",736,"Twister (1996)",0,0
"425",737,"Barb Wire (1996)",8.5,4
"426",741,"Ghost in the Shell (Kôkaku kidôtai) (1995)",6.5,2
"427",742,"Thinner (1996)",10,3
"428",745,"Wallace & Gromit: A Close Shave (1995)",0,0
"429",748,"Arrival, The (1996)",2,1
"430",750,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)",30,9
"431",753,"Month by the Lake, A (1995)",194,50
"432",754,"Gold Diggers: The Secret of Bear Mountain (1995)",0,0
"433",755,"Kim (1950)",7,2
"434",760,"Stalingrad (1993)",0,0
"435",761,"Phantom, The (1996)",27,7
"436",762,"Striptease (1996)",0,0
"437",764,"Heavy (1995)",80,29
"438",765,"Jack (1996)",4,1
"439",767,"Grass Harp, The (1995)",60,18
"440",775,"Spirits of the Dead (1968)",0,0
"441",778,"Trainspotting (1996)",0,0
"442",779,"'Til There Was You (1997)",0,0
"443",780,"Independence Day (a.k.a. ID4) (1996)",0,0
"444",782,"Fan, The (1996)",112.5,31
"445",783,"Hunchback of Notre Dame, The (1996)",593.5,168
"446",784,"Cable Guy, The (1996)",0,0
"447",786,"Eraser (1996)",1,1
"448",788,"Nutty Professor, The (1996)",193,62
"449",798,"Daylight (1996)",0,0
"450",799,"Frighteners, The (1996)",6,2
"451",800,"Lone Star (1996)",0,0
"452",801,"Harriet the Spy (1996)",0,0
"453",802,"Phenomenon (1996)",8.5,2
"454",803,"Walking and Talking (1996)",0,0
"455",804,"She's the One (1996)",192.5,53
"456",805,"Time to Kill, A (1996)",28,9
"457",806,"American Buffalo (1996)",58,17
"458",808,"Alaska (1996)",7,2
"459",809,"Fled (1996)",17,5
"460",810,"Kazaam (1996)",0,0
"461",824,"Kaspar Hauser (1993)",133,33
"462",828,"Adventures of Pinocchio, The (1996)",0,0
"463",829,"Joe's Apartment (1996)",134,50
"464",832,"Ransom (1996)",0,0
"465",836,"Chain Reaction (1996)",23.5,6
"466",837,"Matilda (1996)",3,1
"467",838,"Emma (1996)",0,0
"468",839,"Crow: City of Angels, The (1996)",0,0
"469",840,"House Arrest (1996)",0,0
"470",842,"Tales from the Crypt Presents: Bordello of Blood (1996)",0,0
"471",849,"Escape from L.A. (1996)",23.5,7
"472",850,"Cyclo (Xich lo) (1995)",2,1
"473",852,"Tin Cup (1996)",28.5,10
"474",858,"Godfather, The (1972)",4,2
"475",861,"Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)",10,3
"476",864,"Wife, The (1995)",3,1
"477",866,"Bound (1996)",22,7
"478",867,"Carpool (1996)",0,0
"479",869,"Kansas City (1996)",5,1
"480",875,"Nothing to Lose (1994)",8.5,3
"481",876,"Supercop 2 (Project S) (Chao ji ji hua) (1993)",0,0
"482",879,"Relic, The (1997)",84,27
"483",880,"Island of Dr. Moreau, The (1996)",207.5,61
"484",881,"First Kid (1996)",34.5,12
"485",882,"Trigger Effect, The (1996)",3,2
"486",885,"Bogus (1996)",29,9
"487",886,"Bulletproof (1996)",0,0
"488",888,"Land Before Time III: The Time of the Great Giving (1995)",0,0
"489",889,"1-900 (06) (1994)",39,11
"490",891,"Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)",8,3
"491",892,"Twelfth Night (1996)",0,0
"492",897,"For Whom the Bell Tolls (1943)",95.5,34
"493",898,"Philadelphia Story, The (1940)",180,45
"494",899,"Singin' in the Rain (1952)",4,1
"495",900,"American in Paris, An (1951)",8,2
"496",901,"Funny Face (1957)",0,0
"497",902,"Breakfast at Tiffany's (1961)",112,36
"498",903,"Vertigo (1958)",9.5,4
"499",904,"Rear Window (1954)",6,2
"500",905,"It Happened One Night (1934)",0,0
"501",906,"Gaslight (1944)",63.5,16
"502",907,"Gay Divorcee, The (1934)",0,0
"503",908,"North by Northwest (1959)",0,0
"504",909,"Apartment, The (1960)",11,4
"505",910,"Some Like It Hot (1959)",0,0
"506",911,"Charade (1963)",504.5,135
"507",912,"Casablanca (1942)",0,0
"508",913,"Maltese Falcon, The (1941)",33,8
"509",914,"My Fair Lady (1964)",487.5,150
"510",915,"Sabrina (1954)",35.5,15
"511",916,"Roman Holiday (1953)",0,0
"512",917,"Little Princess, The (1939)",0,0
"513",919,"Wizard of Oz, The (1939)",112,27
"514",920,"Gone with the Wind (1939)",16.5,6
"515",922,"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)",0,0
"516",923,"Citizen Kane (1941)",260,62
"517",924,"2001: A Space Odyssey (1968)",2,1
"518",928,"Rebecca (1940)",0,0
"519",929,"Foreign Correspondent (1940)",442,105
"520",930,"Notorious (1946)",0,0
"521",931,"Spellbound (1945)",0,0
"522",932,"Affair to Remember, An (1957)",17.5,5
"523",933,"To Catch a Thief (1955)",11,3
"524",935,"Band Wagon, The (1953)",3,1
"525",936,"Ninotchka (1939)",4,1
"526",937,"Love in the Afternoon (1957)",0,0
"527",939,"Reluctant Debutante, The (1958)",10,3
"528",940,"Adventures of Robin Hood, The (1938)",56,18
"529",942,"Laura (1944)",0,0
"530",943,"Ghost and Mrs. Muir, The (1947)",5,1
"531",945,"Top Hat (1935)",38,9
"532",946,"To Be or Not to Be (1942)",4,1
"533",947,"My Man Godfrey (1936)",0,0
"534",948,"Giant (1956)",3,1
"535",950,"Thin Man, The (1934)",0,0
"536",951,"His Girl Friday (1940)",0,0
"537",952,"Around the World in 80 Days (1956)",0,0
"538",953,"It's a Wonderful Life (1946)",0,0
"539",955,"Bringing Up Baby (1938)",0,0
"540",956,"Penny Serenade (1941)",0,0
"541",960,"Angel on My Shoulder (1946)",10.5,4
"542",962,"They Made Me a Criminal (1939)",15,4
"543",964,"Angel and the Badman (1947)",164.5,49
"544",965,"39 Steps, The (1935)",150.5,59
"545",966,"A Walk in the Sun (1945)",200,60
"546",968,"Night of the Living Dead (1968)",214.5,69
"547",969,"African Queen, The (1951)",9,2
"548",970,"Beat the Devil (1953)",209.5,68
"549",973,"Meet John Doe (1941)",0,0
"550",976,"Farewell to Arms, A (1932)",0,0
"551",984,"Pompatus of Love, The (1996)",0,0
"552",986,"Fly Away Home (1996)",0,0
"553",987,"Bliss (1997)",41,12
"554",988,"Grace of My Heart (1996)",77.5,24
"555",990,"Maximum Risk (1996)",142.5,35
"556",994,"Big Night (1996)",8.5,2
"557",996,"Last Man Standing (1996)",40.5,14
"558",997,"Caught (1996)",184.5,49
"559",998,"Set It Off (1996)",26,9
"560",999,"2 Days in the Valley (1996)",0,0
"561",1003,"Extreme Measures (1996)",6.5,2
"562",1004,"Glimmer Man, The (1996)",11,4
"563",1005,"D3: The Mighty Ducks (1996)",16,8
"564",1007,"Apple Dumpling Gang, The (1975)",0,0
"565",1008,"Davy Crockett, King of the Wild Frontier (1955)",8,3
"566",1009,"Escape to Witch Mountain (1975)",0,0
"567",1010,"Love Bug, The (1969)",0,0
"568",1011,"Herbie Rides Again (1974)",3,1
"569",1012,"Old Yeller (1957)",0,0
"570",1013,"Parent Trap, The (1961)",36.5,14
"571",1014,"Pollyanna (1960)",0,0
"572",1015,"Homeward Bound: The Incredible Journey (1993)",5,1
"573",1016,"Shaggy Dog, The (1959)",0,0
"574",1017,"Swiss Family Robinson (1960)",0,0
"575",1018,"That Darn Cat! (1965)",0,0
