"","movieId","title","totalRating","qtdObs"
"103",287,"Nina Takes a Lover (1994)",27.5,11
"104",289,"Only You (1994)",1228.5,291
"105",290,"Once Were Warriors (1994)",189.5,51
"106",291,"Poison Ivy II (1996)",77,20
"107",294,"Perez Family, The (1995)",240.5,62
"108",295,"Pyromaniac's Love Story, A (1995)",254.5,73
"109",301,"Picture Bride (Bijo photo) (1994)",29,9
"110",302,"Queen Margot (Reine Margot, La) (1994)",14,4
"111",304,"Roommates (1995)",84.5,27
"112",308,"Three Colors: White (Trzy kolory: Bialy) (1994)",117.5,35
"113",313,"Swan Princess, The (1994)",90.5,22
"114",318,"Shawshank Redemption, The (1994)",4,1
"115",320,"Suture (1993)",16,5
"116",322,"Swimming with Sharks (1995)",48.5,14
"117",324,"Sum of Us, The (1994)",63,16
"118",328,"Tales from the Crypt Presents: Demon Knight (1995)",10,3
"119",332,"Village of the Damned (1995)",0,0
"120",335,"Underneath (1995)",5,1
"121",336,"Walking Dead, The (1995)",26,7
"122",339,"While You Were Sleeping (1995)",33,12
"123",345,"Adventures of Priscilla, Queen of the Desert, The (1994)",0,0
"124",346,"Backbeat (1993)",18,5
"125",352,"Crooklyn (1994)",1395.5,311
"126",357,"Four Weddings and a Funeral (1994)",0,0
"127",360,"I Love Trouble (1994)",3,1
"128",370,"Naked Gun 33 1/3: The Final Insult (1994)",9,3
"129",371,"Paper, The (1994)",3,1
"130",374,"Richie Rich (1994)",347.5,101
"131",376,"River Wild, The (1994)",9,2
"132",378,"Speechless (1994)",3,1
"133",381,"When a Man Loves a Woman (1994)",18,6
"134",387,"Low Down Dirty Shame, A (1994)",233,70
"135",391,"Jason's Lyric (1994)",7,2
"136",392,"Secret Adventures of Tom Thumb, The (1993)",86,39
"137",401,"Mirage (1995)",449.5,122
"138",405,"Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)",17,7
"139",407,"In the Mouth of Madness (1995)",0,0
"140",409,"Above the Rim (1994)",84.5,25
"141",415,"Another Stakeout (1993)",36,11
"142",417,"Barcelona (1994)",251,71
"143",423,"Blown Away (1994)",42,20
"144",425,"Blue Sky (1994)",161,47
"145",431,"Carlito's Way (1993)",91,29
"146",435,"Coneheads (1993)",0,0
"147",436,"Color of Night (1994)",0,0
"148",440,"Dave (1993)",20.5,5
"149",443,"Endless Summer 2, The (1994)",10.5,5
"150",444,"Even Cowgirls Get the Blues (1993)",0,0
"151",446,"Farewell My Concubine (Ba wang bie ji) (1993)",0,0
"152",447,"Favor, The (1994)",0,0
"153",450,"With Honors (1994)",0,0
"154",453,"For Love or Money (1993)",0,0
"155",454,"Firm, The (1993)",0,0
"156",458,"Geronimo: An American Legend (1993)",3,1
"157",461,"Go Fish (1994)",0,0
"158",468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",47,13
"159",469,"House of the Spirits, The (1993)",6,2
"160",472,"I'll Do Anything (1994)",33,11
"161",473,"In the Army Now (1994)",33.5,9
"162",474,"In the Line of Fire (1993)",47.5,14
"163",476,"Inkwell, The (1994)",15.5,4
"164",477,"What's Love Got to Do with It? (1993)",38,12
"165",481,"Kalifornia (1993)",23,9
"166",484,"Lassie (1994)",167,63
"167",487,"Lightning Jack (1994)",135.5,55
"168",488,"M. Butterfly (1993)",11,5
"169",492,"Manhattan Murder Mystery (1993)",320.5,90
"170",497,"Much Ado About Nothing (1993)",28,9
"171",498,"Mr. Jones (1993)",36,9
"172",499,"Mr. Wonderful (1993)",4,1
"173",500,"Mrs. Doubtfire (1993)",39.5,11
"174",509,"Piano, The (1993)",20,6
"175",511,"Program, The (1993)",15,4
"176",512,"Puppet Masters, The (1994)",7,2
"177",515,"Remains of the Day, The (1993)",0,0
"178",516,"Renaissance Man (1994)",24,7
"179",521,"Romeo Is Bleeding (1993)",109,33
"180",522,"Romper Stomper (1992)",25,8
"181",527,"Schindler's List (1993)",3,3
"182",528,"Scout, The (1994)",309,80
"183",531,"Secret Garden, The (1993)",4,1
"184",534,"Shadowlands (1993)",13,4
"185",544,"Striking Distance (1993)",31.5,12
"186",549,"Thirty-Two Short Films About Glenn Gould (1993)",76,23
"187",550,"Threesome (1994)",212,61
"188",555,"True Romance (1993)",3,1
"189",561,"Killer (Bulletproof Heart) (1994)",0,0
"190",562,"Welcome to the Dollhouse (1995)",16,5
"191",563,"Germinal (1993)",19,7
"192",565,"Cronos (1993)",59.5,17
"193",567,"Kika (1993)",315.5,86
"194",568,"Bhaji on the Beach (1993)",292.5,78
"195",569,"Little Big League (1994)",11.5,5
"196",571,"Wedding Gift, The (1994)",9,3
"197",574,"Spanking the Monkey (1994)",15,6
"198",575,"Little Rascals, The (1994)",62,17
"199",582,"Métisse (Café au Lait) (1993)",23.5,11
"200",586,"Home Alone (1990)",199,65
"201",589,"Terminator 2: Judgment Day (1991)",20,6
"202",597,"Pretty Woman (1990)",0,0
"203",599,"Wild Bunch, The (1969)",110.5,31
"204",605,"One Fine Day (1996)",105,25
"205",606,"Candyman: Farewell to the Flesh (1995)",101,26
"206",609,"Homeward Bound II: Lost in San Francisco (1996)",30.5,10
"207",613,"Jane Eyre (1996)",589.5,146
"208",614,"Loaded (1994)",52,19
"209",615,"Bread and Chocolate (Pane e cioccolata) (1973)",174,52
"210",616,"Aristocats, The (1970)",23.5,9
"211",617,"Flower of My Secret, The (La flor de mi secreto) (1995)",0,0
"212",627,"Last Supper, The (1995)",36,11
"213",630,"Carried Away (1996)",157,50
"214",632,"Land and Freedom (Tierra y libertad) (1995)",6,2
"215",635,"Family Thing, A (1996)",58.5,15
"216",639,"Girl 6 (1996)",5,1
"217",640,"Diabolique (1996)",0,0
"218",671,"Mystery Science Theater 3000: The Movie (1996)",0,0
"219",678,"Some Folks Call It a Sling Blade (1993)",0,0
"220",687,"Country Life (1994)",0,0
"221",690,"Promise, The (Versprechen, Das) (1995)",401.5,129
"222",691,"Mrs. Winterbourne (1996)",419,126
"223",695,"True Crime (1996)",751,202
"224",696,"Butterfly Kiss (1995)",0,0
"225",697,"Feeling Minnesota (1996)",666,196
"226",704,"Quest, The (1996)",494,147
"227",708,"Truth About Cats & Dogs, The (1996)",4,1
"228",711,"Flipper (1996)",3,1
"229",715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",63.5,19
"230",731,"Heaven's Prisoners (1996)",7,2
"231",737,"Barb Wire (1996)",8.5,4
"232",741,"Ghost in the Shell (Kôkaku kidôtai) (1995)",6.5,2
"233",742,"Thinner (1996)",10,3
"234",750,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)",30,9
"235",754,"Gold Diggers: The Secret of Bear Mountain (1995)",0,0
"236",755,"Kim (1950)",7,2
"237",760,"Stalingrad (1993)",0,0
"238",761,"Phantom, The (1996)",27,7
"239",762,"Striptease (1996)",0,0
"240",764,"Heavy (1995)",80,29
"241",765,"Jack (1996)",4,1
"242",767,"Grass Harp, The (1995)",60,18
"243",775,"Spirits of the Dead (1968)",0,0
"244",779,"'Til There Was You (1997)",0,0
"245",782,"Fan, The (1996)",112.5,31
"246",784,"Cable Guy, The (1996)",0,0
"247",801,"Harriet the Spy (1996)",0,0
"248",802,"Phenomenon (1996)",8.5,2
"249",804,"She's the One (1996)",192.5,53
"250",805,"Time to Kill, A (1996)",28,9
"251",806,"American Buffalo (1996)",58,17
"252",808,"Alaska (1996)",7,2
"253",809,"Fled (1996)",17,5
"254",824,"Kaspar Hauser (1993)",133,33
"255",828,"Adventures of Pinocchio, The (1996)",0,0
"256",832,"Ransom (1996)",0,0
"257",839,"Crow: City of Angels, The (1996)",0,0
"258",840,"House Arrest (1996)",0,0
"259",842,"Tales from the Crypt Presents: Bordello of Blood (1996)",0,0
"260",850,"Cyclo (Xich lo) (1995)",2,1
"261",858,"Godfather, The (1972)",4,2
"262",864,"Wife, The (1995)",3,1
"263",867,"Carpool (1996)",0,0
"264",879,"Relic, The (1997)",84,27
"265",880,"Island of Dr. Moreau, The (1996)",207.5,61
"266",881,"First Kid (1996)",34.5,12
"267",882,"Trigger Effect, The (1996)",3,2
"268",889,"1-900 (06) (1994)",39,11
"269",891,"Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)",8,3
"270",900,"American in Paris, An (1951)",8,2
"271",901,"Funny Face (1957)",0,0
"272",902,"Breakfast at Tiffany's (1961)",112,36
"273",904,"Rear Window (1954)",6,2
"274",905,"It Happened One Night (1934)",0,0
"275",906,"Gaslight (1944)",63.5,16
"276",910,"Some Like It Hot (1959)",0,0
"277",912,"Casablanca (1942)",0,0
"278",913,"Maltese Falcon, The (1941)",33,8
"279",915,"Sabrina (1954)",35.5,15
"280",917,"Little Princess, The (1939)",0,0
"281",923,"Citizen Kane (1941)",260,62
"282",932,"Affair to Remember, An (1957)",17.5,5
"283",935,"Band Wagon, The (1953)",3,1
"284",936,"Ninotchka (1939)",4,1
"285",937,"Love in the Afternoon (1957)",0,0
"286",939,"Reluctant Debutante, The (1958)",10,3
"287",947,"My Man Godfrey (1936)",0,0
"288",950,"Thin Man, The (1934)",0,0
"289",951,"His Girl Friday (1940)",0,0
"290",952,"Around the World in 80 Days (1956)",0,0
"291",955,"Bringing Up Baby (1938)",0,0
"292",956,"Penny Serenade (1941)",0,0
"293",960,"Angel on My Shoulder (1946)",10.5,4
"294",962,"They Made Me a Criminal (1939)",15,4
"295",964,"Angel and the Badman (1947)",164.5,49
"296",966,"A Walk in the Sun (1945)",200,60
"297",973,"Meet John Doe (1941)",0,0
"298",976,"Farewell to Arms, A (1932)",0,0
"299",984,"Pompatus of Love, The (1996)",0,0
"300",986,"Fly Away Home (1996)",0,0
"301",987,"Bliss (1997)",41,12
"302",988,"Grace of My Heart (1996)",77.5,24
"303",994,"Big Night (1996)",8.5,2
"304",997,"Caught (1996)",184.5,49
"305",998,"Set It Off (1996)",26,9
"306",999,"2 Days in the Valley (1996)",0,0
"307",1003,"Extreme Measures (1996)",6.5,2
"308",1004,"Glimmer Man, The (1996)",11,4
"309",1005,"D3: The Mighty Ducks (1996)",16,8
"310",1008,"Davy Crockett, King of the Wild Frontier (1955)",8,3
"311",1010,"Love Bug, The (1969)",0,0
"312",1012,"Old Yeller (1957)",0,0
"313",1016,"Shaggy Dog, The (1959)",0,0
"314",1017,"Swiss Family Robinson (1960)",0,0
"315",1021,"Angels in the Outfield (1994)",0,0
"316",1026,"So Dear to My Heart (1949)",7,2
"317",1027,"Robin Hood: Prince of Thieves (1991)",271,76
"318",1035,"Sound of Music, The (1965)",7,2
"319",1042,"That Thing You Do! (1996)",5,1
"320",1043,"To Gillian on Her 37th Birthday (1996)",12,3
"321",1046,"Beautiful Thing (1996)",38,11
"322",1049,"Ghost and the Darkness, The (1996)",18,4
"323",1050,"Looking for Richard (1996)",24,8
"324",1059,"William Shakespeare's Romeo + Juliet (1996)",897.5,200
"325",1060,"Swingers (1996)",0,0
"326",1068,"Crossfire (1947)",4,1
"327",1077,"Sleeper (1973)",11,4
"328",1078,"Bananas (1971)",5,3
"329",1079,"Fish Called Wanda, A (1988)",0,0
"330",1083,"Great Race, The (1965)",8,2
"331",1084,"Bonnie and Clyde (1967)",5,1
"332",1085,"Old Man and the Sea, The (1958)",0,0
"333",1090,"Platoon (1986)",8,3
"334",1101,"Top Gun (1986)",26.5,7
"335",1114,"Funeral, The (1996)",268.5,64
"336",1120,"People vs. Larry Flynt, The (1996)",87,22
"337",1125,"Return of the Pink Panther, The (1975)",291.5,69
"338",1126,"Drop Dead Fred (1991)",397,92
"339",1130,"Howling, The (1980)",371.5,87
"340",1131,"Jean de Florette (1986)",125.5,33
"341",1133,"Talking About Sex (1994)",111,27
"342",1161,"Tin Drum, The (Blechtrommel, Die) (1979)",357,85
"343",1162,"Ruling Class, The (1972)",478,123
"344",1165,"Bloody Child, The (1996)",22.5,5
"345",1173,"Cook the Thief His Wife & Her Lover, The (1989)",115,29
"346",1177,"Enchanted April (1992)",19,5
"347",1178,"Paths of Glory (1957)",42,11
"348",1184,"Mediterraneo (1991)",48,12
"349",1188,"Strictly Ballroom (1992)",40.5,11
"350",1191,"Madonna: Truth or Dare (1991)",71.5,17
"351",1198,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)",9.5,3
"352",1199,"Brazil (1985)",4,1
"353",1213,"Goodfellas (1990)",17.5,5
"354",1214,"Alien (1979)",64.5,17
"355",1217,"Ran (1985)",0,0
"356",1219,"Psycho (1960)",6,2
"357",1221,"Godfather: Part II, The (1974)",0,0
"358",1222,"Full Metal Jacket (1987)",0,0
"359",1226,"Quiet Man, The (1952)",0,0
"360",1227,"Once Upon a Time in America (1984)",9,2
"361",1230,"Annie Hall (1977)",49.5,14
"362",1234,"Sting, The (1973)",2.5,1
"363",1242,"Glory (1989)",8,3
"364",1243,"Rosencrantz and Guildenstern Are Dead (1990)",11,3
"365",1251,"8 1/2 (8½) (1963)",18,6
"366",1257,"Better Off Dead... (1985)",68.5,19
"367",1259,"Stand by Me (1986)",33,10
"368",1263,"Deer Hunter, The (1978)",34,10
"369",1266,"Unforgiven (1992)",44.5,14
"370",1268,"Pump Up the Volume (1990)",69.5,17
"371",1272,"Patton (1970)",137,44
"372",1278,"Young Frankenstein (1974)",74,21
"373",1279,"Night on Earth (1991)",39.5,10
"374",1283,"High Noon (1952)",0,0
"375",1286,"Somewhere in Time (1980)",100.5,26
"376",1290,"Some Kind of Wonderful (1987)",0,0
"377",1291,"Indiana Jones and the Last Crusade (1989)",31,8
"378",1292,"Being There (1979)",96.5,30
"379",1296,"Room with a View, A (1986)",32,9
"380",1298,"Pink Floyd: The Wall (1982)",0,0
"381",1299,"Killing Fields, The (1984)",2,1
"382",1300,"My Life as a Dog (Mitt liv som hund) (1985)",3,2
"383",1301,"Forbidden Planet (1956)",6,3
"384",1303,"Man Who Would Be King, The (1975)",65,17
"385",1304,"Butch Cassidy and the Sundance Kid (1969)",0,0
"386",1305,"Paris, Texas (1984)",204.5,58
"387",1307,"When Harry Met Sally... (1989)",117,33
"388",1332,"Believers, The (1987)",73,19
"389",1333,"Birds, The (1963)",353.5,89
"390",1334,"Blob, The (1958)",351,91
"391",1335,"Blood Beach (1981)",106.5,29
"392",1336,"Body Parts (1991)",59,16
"393",1342,"Candyman (1992)",15,4
"394",1347,"Nightmare on Elm Street, A (1984)",184.5,56
"395",1352,"Albino Alligator (1996)",603,160
"396",1354,"Breaking the Waves (1996)",39,11
"397",1355,"Nightwatch (1997)",49,19
"398",1357,"Shine (1996)",0,0
"399",1359,"Jingle All the Way (1996)",156.5,40
"400",1369,"I Can't Sleep (J'ai pas sommeil) (1994)",0,0
"401",1371,"Star Trek: The Motion Picture (1979)",11,3
"402",1373,"Star Trek V: The Final Frontier (1989)",9.5,3
"403",1377,"Batman Returns (1992)",0,0
"404",1379,"Young Guns II (1990)",119.5,33
"405",1382,"Marked for Death (1990)",8,2
"406",1387,"Jaws (1975)",30,11
"407",1388,"Jaws 2 (1978)",256.5,71
"408",1389,"Jaws 3-D (1983)",20.5,6
"409",1392,"Citizen Ruth (1996)",69.5,17
"410",1393,"Jerry Maguire (1996)",58.5,16
"411",1395,"Tin Men (1987)",0,0
"412",1398,"In Love and War (1996)",4,1
"413",1404,"Night Falls on Manhattan (1996)",0,0
"414",1410,"Evening Star, The (1996)",0,0
"415",1416,"Evita (1996)",4,1
"416",1419,"Walkabout (1971)",3,1
"417",1427,"Turbulence (1997)",0,0
"418",1430,"Underworld (1996)",32.5,8
"419",1431,"Beverly Hills Ninja (1997)",18,5
"420",1438,"Dante's Peak (1997)",0,0
"421",1441,"Benny & Joon (1993)",3,1
"422",1445,"McHale's Navy (1997)",111,31
"423",1446,"Kolya (Kolja) (1996)",196,46
"424",1453,"Beautician and the Beast, The (1997)",34,9
"425",1454,"SubUrbia (1997)",49,13
"426",1455,"Hotel de Love (1996)",65.5,15
"427",1459,"Absolute Power (1997)",0,0
"428",1463,"That Old Feeling (1997)",105,28
"429",1465,"Rosewood (1997)",38.5,11
"430",1466,"Donnie Brasco (1997)",115.5,34
"431",1468,"Booty Call (1997)",80,20
"432",1472,"City of Industry (1997)",10.5,5
"433",1474,"Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)",39.5,9
"434",1476,"Private Parts (1997)",56,15
"435",1480,"Smilla's Sense of Snow (1997)",990.5,234
"436",1482,"Van, The (1996)",686,163
"437",1483,"Crash (1996)",922.5,220
"438",1487,"Selena (1997)",224.5,57
"439",1498,"Inventing the Abbotts (1997)",463.5,112
"440",1502,"Kissed (1996)",161.5,38
"441",1507,"Paradise Road (1997)",198.5,52
"442",1518,"Breakdown (1997)",592,135
"443",1529,"Nowhere (1997)",46.5,13
"444",1535,"Love! Valour! Compassion! (1997)",0,0
"445",1539,"Twin Town (1997)",176,45
"446",1541,"Addicted to Love (1997)",38.5,10
"447",1549,"Rough Magic (1995)",70.5,17
"448",1550,"Trial and Error (1997)",0,0
"449",1554,"Pillow Book, The (1996)",33,11
"450",1569,"My Best Friend's Wedding (1997)",80.5,19
"451",1570,"Tetsuo II: Body Hammer (1992)",152.5,39
"452",1571,"When the Cat's Away (Chacun cherche son chat) (1996)",269,65
"453",1582,"Wild America (1997)",140.5,34
"454",1583,"Simple Wish, A (1997)",91.5,24
"455",1584,"Contact (1997)",407,101
"456",1586,"G.I. Jane (1997)",458.5,112
"457",1588,"George of the Jungle (1997)",125,33
"458",1592,"Air Bud (1997)",633.5,165
"459",1593,"Picture Perfect (1997)",221.5,57
"460",1594,"In the Company of Men (1997)",202,49
"461",1600,"She's So Lovely (1997)",71,19
"462",1604,"Money Talks (1997)",44,11
"463",1605,"Excess Baggage (1997)",302.5,74
"464",1606,"Kull the Conqueror (1997)",45,12
"465",1608,"Air Force One (1997)",79,19
"466",1609,"187 (One Eight Seven) (1997)",93,23
"467",1611,"My Own Private Idaho (1991)",86.5,21
"468",1615,"Edge, The (1997)",179,46
"469",1629,"MatchMaker, The (1997)",87.5,24
"470",1631,"Assignment, The (1997)",149.5,35
"471",1632,"Smile Like Yours, A (1997)",77,19
"472",1636,"Stag (1997)",59,15
"473",1641,"Full Monty, The (1997)",20,7
"474",1642,"Indian Summer (a.k.a. Alive & Kicking) (1996)",341,87
"475",1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",0,0
"476",1648,"House of Yes, The (1997)",0,0
"477",1657,"Wonderland (1997)",0,0
"478",1658,"Life Less Ordinary, A (1997)",175,55
"479",1663,"Stripes (1981)",9,4
"480",1667,"Mad City (1997)",1,1
"481",1670,"Welcome to Sarajevo (1997)",1,1
"482",1676,"Starship Troopers (1997)",191.5,51
"483",1678,"Joy Luck Club, The (1993)",47,15
"484",1680,"Sliding Doors (1998)",4,1
"485",1683,"Wings of the Dove, The (1997)",0,0
"486",1684,"Mrs. Dalloway (1997)",171.5,52
"487",1686,"Red Corner (1997)",30,8
"488",1687,"Jackal, The (1997)",16,4
"489",1692,"Alien Escape (1995)",136,37
"490",1693,"Amistad (1997)",28,9
"491",1696,"Bent (1997)",80,21
"492",1699,"Butcher Boy, The (1997)",9,2
"493",1701,"Deconstructing Harry (1997)",84,25
"494",1704,"Good Will Hunting (1997)",38.5,13
"495",1707,"Home Alone 3 (1997)",79.5,20
"496",1713,"Mouse Hunt (1997)",318,82
"497",1721,"Titanic (1997)",0,0
"498",1727,"Horse Whisperer, The (1998)",23.5,7
"499",1732,"Big Lebowski, The (1998)",0,0
"500",1733,"Afterglow (1997)",5,2
"501",1734,"My Life in Pink (Ma vie en rose) (1997)",217,66
"502",1735,"Great Expectations (1998)",143.5,47
"503",1755,"Shooting Fish (1997)",46.5,19
"504",1757,"Fallen Angels (Duo luo tian shi) (1995)",0,0
"505",1767,"Music From Another Room (1998)",408,108
"506",1777,"Wedding Singer, The (1998)",239.5,80
"507",1779,"Sphere (1998)",27,8
"508",1785,"King of New York (1990)",48,14
"509",1788,"Men with Guns (1997)",184.5,51
"510",1794,"Love and Death on Long Island (1997)",35,10
"511",1796,"In God's Hands (1998)",28,8
"512",1797,"Everest (1998)",0,0
"513",1804,"Newton Boys, The (1998)",13,4
"514",1809,"Fireworks (Hana-bi) (1997)",11,4
"515",1810,"Primary Colors (1998)",104,25
"516",1816,"Two Girls and a Guy (1997)",14,4
"517",1819,"Storefront Hitchcock (1997)",37,10
"518",1821,"Object of My Affection, The (1998)",7,2
"519",1822,"Meet the Deedles (1998)",70,22
"520",1824,"Homegrown (1998)",2,1
"521",1826,"Barney's Great Adventure (1998)",0,0
"522",1827,"Big One, The (1997)",36,10
"523",1836,"Last Days of Disco, The (1998)",0,0
"524",1841,"Gingerbread Man, The (1998)",5,1
"525",1844,"Live Flesh (Carne trémula) (1997)",47.5,13
"526",1852,"Love Walked In (1998)",3,1
"527",1854,"Kissing a Fool (1998)",0,0
"528",1858,"Mr. Nice Guy (Yat goh ho yan) (1997)",10.5,3
"529",1861,"Junk Mail (Budbringeren) (1997)",12,4
"530",1862,"Species II (1998)",94.5,28
"531",1870,"Dancer, Texas Pop. 81 (1998)",34.5,9
"532",1874,"Still Breathing (1997)",0,0
"533",1878,"Woo (1998)",0,0
"534",1891,"Ugly, The (1997)",0,0
"535",1897,"High Art (1998)",0,0
"536",1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",7,3
"537",1902,"Dream for an Insomniac (1996)",0,0
"538",1904,"Henry Fool (1997)",4,1
"539",1913,"Picnic at Hanging Rock (1975)",0,0
"540",1914,"Smoke Signals (1998)",107.5,35
"541",1916,"Buffalo '66 (a.k.a. Buffalo 66) (1998)",21.5,6
"542",1919,"Madeline (1998)",29.5,9
"543",1923,"There's Something About Mary (1998)",25.5,8
"544",1924,"Plan 9 from Outer Space (1959)",45,15
"545",1928,"Cimarron (1931)",0,0
"546",1929,"Grand Hotel (1932)",4,1
"547",1931,"Mutiny on the Bounty (1935)",0,0
"548",1932,"Great Ziegfeld, The (1936)",2,2
"549",1934,"You Can't Take It with You (1938)",8.5,3
"550",1936,"Mrs. Miniver (1942)",56.5,28
"551",1939,"Best Years of Our Lives, The (1946)",3.5,2
"552",1945,"On the Waterfront (1954)",10,3
"553",1946,"Marty (1955)",0,0
"554",1950,"In the Heat of the Night (1967)",146.5,45
"555",1951,"Oliver! (1968)",0,0
"556",1958,"Terms of Endearment (1983)",0,0
"557",1959,"Out of Africa (1985)",0,0
"558",1963,"Take the Money and Run (1969)",13,6
"559",1964,"Klute (1971)",434,118
"560",1965,"Repo Man (1984)",0,0
"561",1968,"Breakfast Club, The (1985)",5,1
"562",1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",0,0
"563",1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",0,0
"564",1988,"Prom Night II (1987)",0,0
"565",1991,"Child's Play (1988)",20,6
"566",1992,"Child's Play 2 (1990)",4,1
