"","movieId","title","totalRating","qtdObs"
"157",1805,"Wild Things (1998)",249,73
"158",1834,"Spanish Prisoner, The (1997)",46.5,15
"159",1848,"Borrowers, The (1997)",17,5
"160",1873,"Misérables, Les (1998)",8.5,3
"161",1881,"Quest for Camelot (1998)",16.5,7
"162",1907,"Mulan (1998)",4,2
"163",1909,"X-Files: Fight the Future, The (1998)",10,6
"164",1912,"Out of Sight (1998)",0,0
"165",1917,"Armageddon (1998)",0,0
"166",1918,"Lethal Weapon 4 (1998)",6,2
"167",1920,"Small Soldiers (1998)",11.5,3
"168",1925,"Wings (1927)",14,4
"169",2000,"Lethal Weapon (1987)",5,1
"170",2001,"Lethal Weapon 2 (1989)",9,2
"171",2002,"Lethal Weapon 3 (1992)",0,0
"172",2005,"Goonies, The (1985)",0,0
"173",2009,"Soylent Green (1973)",12.5,3
"174",2012,"Back to the Future Part III (1990)",5,1
"175",2023,"Godfather: Part III, The (1990)",74.5,27
"176",2033,"Black Cauldron, The (1985)",5.5,3
"177",2041,"Condorman (1981)",24,10
"178",2045,"Far Off Place, A (1993)",0,0
"179",2047,"Gnome-Mobile, The (1967)",6,2
"180",2048,"Great Mouse Detective, The (1986)",378,97
"181",2052,"Hocus Pocus (1993)",84,25
"182",2054,"Honey, I Shrunk the Kids (1989)",49.5,14
"183",2058,"Negotiator, The (1998)",67.5,20
"184",2065,"Purple Rose of Cairo, The (1985)",5,3
"185",2078,"Jungle Book, The (1967)",232,65
"186",2080,"Lady and the Tramp (1955)",241.5,64
"187",2081,"Little Mermaid, The (1989)",9.5,4
"188",2087,"Peter Pan (1953)",28.5,9
"189",2090,"Rescuers, The (1977)",0,0
"190",2092,"Return of Jafar, The (1994)",309,84
"191",2097,"Something Wicked This Way Comes (1983)",27,8
"192",2099,"Song of the South (1946)",6,2
"193",2102,"Steamboat Willie (1928)",148,40
"194",2103,"Tall Tale (1995)",0,0
"195",2116,"Lord of the Rings, The (1978)",0,0
"196",2123,"All Dogs Go to Heaven (1989)",17,5
"197",2126,"Snake Eyes (1998)",62,21
"198",2138,"Watership Down (1978)",0,0
"199",2139,"Secret of NIMH, The (1982)",0,0
"200",2141,"American Tail, An (1986)",0,0
"201",2142,"American Tail: Fievel Goes West, An (1991)",56,16
"202",2164,"Surf Nazis Must Die (1987)",0,0
"203",2166,"Return to Paradise (1998)",161,49
"204",2181,"Marnie (1964)",50,13
"205",2183,"Man Who Knew Too Much, The (1956)",0,0
"206",2186,"Strangers on a Train (1951)",0,0
"207",2189,"I Married A Strange Person! (1997)",0,0
"208",2232,"Cube (1997)",0,0
"209",2273,"Rush Hour (1998)",32,9
"210",2288,"Thing, The (1982)",0,0
"211",2294,"Antz (1998)",10,4
"212",2297,"What Dreams May Come (1998)",5,1
"213",2316,"Practical Magic (1998)",90,23
"214",2324,"Life Is Beautiful (La Vita è bella) (1997)",11.5,4
"215",2344,"Runaway Train (1985)",26.5,8
"216",2355,"Bug's Life, A (1998)",0,0
"217",2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",18,6
"218",2366,"King Kong (1933)",0,0
"219",2367,"King Kong (1976)",3,1
"220",2393,"Star Trek: Insurrection (1998)",15.5,4
"221",2403,"First Blood (Rambo: First Blood) (1982)",47.5,13
"222",2404,"Rambo III (1988)",0,0
"223",2405,"Jewel of the Nile, The (1985)",51.5,14
"224",2406,"Romancing the Stone (1984)",344,113
"225",2413,"Clue (1985)",32,9
"226",2414,"Young Sherlock Holmes (1985)",8.5,2
"227",2422,"Karate Kid, Part III, The (1989)",5,1
"228",2429,"Mighty Joe Young (1998)",51,11
"229",2455,"Fly, The (1986)",41.5,10
"230",2467,"Name of the Rose, The (Name der Rose, Der) (1986)",52.5,17
"231",2468,"Jumpin' Jack Flash (1986)",17.5,9
"232",2524,"Towering Inferno, The (1974)",44.5,13
"233",2527,"Westworld (1973)",37.5,13
"234",2540,"Corruptor, The (1999)",11,3
"235",2594,"Open Your Eyes (Abre los ojos) (1997)",3.5,1
"236",2617,"Mummy, The (1999)",9,4
"237",2625,"Black Mask (Hak hap) (1996)",5,2
"238",2657,"Rocky Horror Picture Show, The (1975)",49.5,12
"239",2687,"Tarzan (1999)",126.5,36
"240",2688,"General's Daughter, The (1999)",18.5,5
"241",2701,"Wild Wild West (1999)",24,9
"242",2720,"Inspector Gadget (1999)",32,9
"243",2722,"Deep Blue Sea (1999)",7,2
"244",2728,"Spartacus (1960)",98,23
"245",2735,"Golden Child, The (1986)",134.5,42
"246",2761,"Iron Giant, The (1999)",4,1
"247",2764,"Thomas Crown Affair, The (1968)",4,1
"248",2793,"American Werewolf in Paris, An (1997)",10,3
"249",2797,"Big (1988)",0,0
"250",2800,"Little Nemo: Adventures in Slumberland (1992)",89,25
"251",2802,"Tequila Sunrise (1988)",54.5,16
"252",2803,"Pelican Brief, The (1993)",185,47
"253",2810,"Perfect Blue (1997)",12,5
"254",2819,"Three Days of the Condor (3 Days of the Condor) (1975)",4,2
"255",2835,"Chill Factor (1999)",40.5,15
"256",2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",142.5,40
"257",2857,"Yellow Submarine (1968)",129.5,33
"258",2881,"Double Jeopardy (1999)",20,5
"259",2890,"Three Kings (1999)",0,0
"260",2916,"Total Recall (1990)",3,1
"261",2940,"Gilda (1946)",37,11
"262",2959,"Fight Club (1999)",59.5,22
"263",2968,"Time Bandits (1981)",27.5,14
"264",2985,"RoboCop (1987)",7,2
"265",2986,"RoboCop 2 (1990)",80.5,22
"266",2987,"Who Framed Roger Rabbit? (1988)",4.5,2
"267",3000,"Princess Mononoke (Mononoke-hime) (1997)",64.5,21
"268",3003,"Train of Life (Train de vie) (1998)",59.5,19
"269",3032,"Omega Man, The (1971)",28,8
"270",3034,"Robin Hood (1973)",4,1
"271",3054,"Pokémon: The First Movie (1998)",15.5,7
"272",3081,"Sleepy Hollow (1999)",0,0
"273",3086,"Babes in Toyland (1934)",0,0
"274",3104,"Midnight Run (1988)",18,10
"275",3108,"Fisher King, The (1991)",143.5,35
"276",3113,"End of Days (1999)",11,4
"277",3114,"Toy Story 2 (1999)",1,1
"278",3159,"Fantasia 2000 (1999)",159.5,51
"279",3197,"Presidio, The (1988)",17.5,5
"280",3199,"Pal Joey (1957)",198,57
"281",3256,"Patriot Games (1992)",18,5
"282",3262,"Twin Peaks: Fire Walk with Me (1992)",0,0
"283",3265,"Hard-Boiled (Lat sau san taam) (1992)",68,21
"284",3266,"Man Bites Dog (C'est arrivé près de chez vous) (1992)",0,0
"285",3267,"Mariachi, El (1992)",11,3
"286",3273,"Scream 3 (2000)",7,2
"287",3275,"Boondock Saints, The (2000)",0,0
"288",3334,"Key Largo (1948)",26,6
"289",3355,"Ninth Gate, The (1999)",366.5,112
"290",3358,"Defending Your Life (1991)",0,0
"291",3390,"Shanghai Surprise (1986)",11,3
"292",3396,"Muppet Movie, The (1979)",235.5,86
"293",3400,"We're Back! A Dinosaur's Story (1993)",7,3
"294",3406,"Captain Horatio Hornblower R.N. (1951)",46,21
"295",3438,"Teenage Mutant Ninja Turtles (1990)",0,0
"296",3440,"Teenage Mutant Ninja Turtles III (1993)",161,45
"297",3452,"Romeo Must Die (2000)",27,7
"298",3508,"Outlaw Josey Wales, The (1976)",82.5,25
"299",3535,"American Psycho (2000)",6,2
"300",3584,"Breathless (1983)",0,0
"301",3598,"Hamlet (2000)",0,0
"302",3612,"The Slipper and the Rose: The Story of Cinderella (1976)",29,8
"303",3624,"Shanghai Noon (2000)",0,0
"304",3628,"Flying Tigers (1942)",7,2
"305",3633,"On Her Majesty's Secret Service (1969)",34.5,9
"306",3638,"Moonraker (1979)",25.5,7
"307",3654,"Guns of Navarone, The (1961)",64,17
"308",3656,"Lured (1947)",0,0
"309",3674,"For the Love of Benji (1977)",54.5,14
"310",3681,"For a Few Dollars More (Per qualche dollaro in più) (1965)",25.5,6
"311",3682,"Magnum Force (1973)",16,4
"312",3687,"Light Years (Gandahar) (1988)",96.5,30
"313",3696,"Night of the Creeps (1986)",74,19
"314",3699,"Starman (1984)",0,0
"315",3701,"Alien Nation (1988)",21,6
"316",3703,"Road Warrior, The (Mad Max 2) (1981)",0,0
"317",3706,"Angel Heart (1987)",38,11
"318",3710,"Action Jackson (1988)",0,0
"319",3716,"Fatal Beauty (1987)",22,6
"320",3728,"One False Move (1992)",5,1
"321",3729,"Shaft (1971)",5,1
"322",3740,"Big Trouble in Little China (1986)",60.5,17
"323",3745,"Titan A.E. (2000)",4,1
"324",3754,"Adventures of Rocky and Bullwinkle, The (2000)",34,13
"325",3761,"Blood In, Blood Out (1993)",9,2
"326",3800,"Criminal Lovers (1999)",174,48
"327",3827,"Space Cowboys (2000)",39.5,11
"328",3837,"Phantasm II (1988)",20,5
"329",3868,"Naked Gun: From the Files of Police Squad!, The (1988)",21.5,7
"330",3893,"Nurse Betty (2000)",38,9
"331",3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",0,0
"332",3947,"Get Carter (1971)",53.5,18
"333",3973,"Book of Shadows: Blair Witch 2 (2000)",2,1
"334",3997,"Dungeons & Dragons (2000)",81.5,20
"335",4006,"Transformers: The Movie (1986)",0,0
"336",4016,"Emperor's New Groove, The (2000)",18,5
"337",4026,"Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999)",0,0
"338",4037,"House of Games (1987)",0,0
"339",4042,"Alamo, The (1960)",7,2
"340",4056,"Pledge, The (2001)",118.5,30
"341",4084,"Beverly Hills Cop II (1987)",18,10
"342",4085,"Beverly Hills Cop (1984)",52.5,20
"343",4086,"Big Easy, The (1987)",40.5,11
"344",4103,"Empire of the Sun (1987)",0,0
"345",4106,"Extreme Prejudice (1987)",0,0
"346",4121,"Innerspace (1987)",0,0
"347",4133,"Masters of the Universe (1987)",85,26
"348",4142,"Left Behind: The Movie (2000)",17.5,4
"349",4210,"Manhunter (1986)",0,0
"350",4232,"Spy Kids (2001)",0,0
"351",4238,"Along Came a Spider (2001)",0,0
"352",4247,"Joe Dirt (2001)",0,0
"353",4270,"Mummy Returns, The (2001)",12,4
"354",4275,"Krull (1983)",38.5,11
"355",4306,"Shrek (2001)",48,13
"356",4310,"Pearl Harbor (2001)",27.5,8
"357",4339,"Von Ryan's Express (1965)",25,10
"358",4366,"Atlantis: The Lost Empire (2001)",0,0
"359",4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",54.5,12
"360",4392,"Alice (1990)",35.5,10
"361",4409,"Shadows and Fog (1991)",134,43
"362",4428,"Misfits, The (1961)",15,5
"363",4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",155.5,38
"364",4446,"Final Fantasy: The Spirits Within (2001)",8,4
"365",4454,"More (1998)",2,1
"366",4519,"Land Before Time, The (1988)",0,0
"367",4552,"Tetsuo, the Ironman (Tetsuo) (1988)",0,0
"368",4610,"January Man, The (1989)",3.5,1
"369",4638,"Jurassic Park III (2001)",0,0
"370",4643,"Planet of the Apes (2001)",0,0
"371",4658,"Santa Sangre (1989)",52.5,13
"372",4673,"Tango & Cash (1989)",3,1
"373",4719,"Osmosis Jones (2001)",11,3
"374",4720,"Others, The (2001)",53,16
"375",4754,"Wicker Man, The (1973)",25,7
"376",4756,"Musketeer, The (2001)",99,23
"377",4789,"Phantom of the Paradise (1974)",0,0
"378",4795,"Father Goose (1964)",339.5,99
"379",4799,"It's a Mad, Mad, Mad, Mad World (1963)",13,6
"380",4800,"King Solomon's Mines (1937)",156.5,53
"381",4802,"Operation Petticoat (1959)",5,1
"382",4818,"Extreme Days (2001)",3,1
"383",4826,"Big Red One, The (1980)",0,0
"384",4848,"Mulholland Drive (2001)",95.5,37
"385",4865,"From Hell (2001)",9,2
"386",4874,"K-PAX (2001)",7,4
"387",4878,"Donnie Darko (2001)",12.5,5
"388",4886,"Monsters, Inc. (2001)",8,3
"389",4898,"Novocaine (2001)",0,0
"390",4901,"Spy Game (2001)",0,0
"391",4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",0,0
"392",4956,"Stunt Man, The (1980)",7,2
"393",4975,"Vanilla Sky (2001)",7.5,2
"394",4980,"Bill & Ted's Bogus Journey (1991)",8.5,4
"395",4990,"Jimmy Neutron: Boy Genius (2001)",3,1
"396",4998,"Defiant Ones, The (1958)",0,0
"397",5018,"Motorama (1991)",6,2
"398",5021,"Murder by Death (1976)",59,21
"399",5027,"Another 48 Hrs. (1990)",0,0
"400",5038,"Flight of Dragons, The (1982)",4.5,1
"401",5046,"Impostor (2002)",14.5,5
"402",5049,"48 Hrs. (1982)",222,59
"403",5064,"The Count of Monte Cristo (2002)",4,1
"404",5065,"Mothman Prophecies, The (2002)",3,1
"405",5069,"Escaflowne: The Movie (Escaflowne) (2000)",6,2
"406",5076,"Adventures of Huck Finn, The (1993)",13,4
"407",5127,"Dragonfly (2002)",9,3
"408",5146,"Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000)",14.5,5
"409",5159,"Ferngully: The Last Rainforest (1992)",30.5,10
"410",5218,"Ice Age (2002)",6,2
"411",5219,"Resident Evil (2002)",0,0
"412",5264,"Clockstoppers (2002)",70,18
"413",5300,"3:10 to Yuma (1957)",0,0
"414",5313,"The Scorpion King (2002)",5,3
"415",5349,"Spider-Man (2002)",17,4
"416",5378,"Star Wars: Episode II - Attack of the Clones (2002)",1.5,2
"417",5388,"Insomnia (2002)",0,0
"418",5389,"Spirit: Stallion of the Cimarron (2002)",0,0
"419",5419,"Scooby-Doo (2002)",0,0
"420",5433,"Silver Bullet (Stephen King's Silver Bullet) (1985)",0,0
"421",5444,"Lilo & Stitch (2002)",2,1
"422",5445,"Minority Report (2002)",5,1
"423",5448,"Hey Arnold! The Movie (2002)",5,3
"424",5460,"Powerpuff Girls, The (2002)",19.5,8
"425",5478,"Eight Legged Freaks (2002)",9,4
"426",5479,"K-19: The Widowmaker (2002)",0,0
"427",5506,"Blood Work (2002)",3.5,1
"428",5523,"Adventures of Pluto Nash, The (2002)",0,0
"429",5530,"Simone (S1m0ne) (2002)",31.5,8
"430",5540,"Clash of the Titans (1981)",0,0
"431",5541,"Hot Shots! (1991)",7,2
"432",5553,"Stakeout (1987)",4,1
"433",5613,"8 Women (2002)",6.5,2
"434",5628,"Wasabi (2001)",54.5,17
"435",5638,"Godzilla vs. Mothra (Mosura tai Gojira) (1964)",0,0
"436",5666,"Rules of Attraction, The (2002)",0,0
"437",5672,"Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002)",181.5,49
"438",5678,"Formula 51 (2001)",3,1
"439",5700,"The Pumaman (1980)",37.5,10
"440",5746,"Galaxy of Terror (Quest) (1981)",12,3
"441",5803,"I Spy (2002)",0,0
"442",5880,"Extreme Ops (2002)",0,0
"443",5882,"Treasure Planet (2002)",0,0
"444",5927,"Best Little Whorehouse in Texas, The (1982)",8.5,3
"445",5938,"Deathtrap (1982)",16,6
"446",5941,"Drumline (2002)",7,2
"447",5944,"Star Trek: Nemesis (2002)",2,1
"448",5971,"My Neighbor Totoro (Tonari no Totoro) (1988)",0,0
"449",5991,"Chicago (2002)",0,0
"450",6003,"Confessions of a Dangerous Mind (2002)",4,1
"451",6016,"City of God (Cidade de Deus) (2002)",4.5,2
"452",6021,"American Friend, The (Amerikanische Freund, Der) (1977)",0,0
"453",6132,"New York Ripper, The (Squartatore di New York, Lo) (1982)",10,4
"454",6185,"Dark Blue (2003)",9,3
"455",6214,"Irreversible (Irréversible) (2002)",6.5,2
"456",6245,"Sweet Charity (1969)",1,1
"457",6250,"Dreamcatcher (2003)",3,1
"458",6264,"Core, The (2003)",0,0
"459",6273,"In a Lonely Place (1950)",2,1
"460",6283,"Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)",1,1
"461",6297,"Holes (2003)",4,1
"462",6316,"Wiz, The (1978)",0,0
"463",6323,"Identity (2003)",0,0
"464",6333,"X2: X-Men United (2003)",0,0
"465",6350,"Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)",0,0
"466",6365,"Matrix Reloaded, The (2003)",0,0
"467",6373,"Bruce Almighty (2003)",0,0
"468",6377,"Finding Nemo (2003)",0,0
"469",6387,"Once a Thief (Zong heng si hai) (1991)",6.5,2
"470",6395,"Crazies, The (a.k.a. Code Name: Trixie) (1973)",37,14
"471",6424,"Oscar (1991)",0,0
"472",6446,"Comancheros, The (1961)",0,0
"473",6503,"Charlie's Angels: Full Throttle (2003)",27.5,10
"474",6530,"Tenant, The (Locataire, Le) (1976)",7,4
"475",6536,"Sinbad: Legend of the Seven Seas (2003)",2.5,1
"476",6539,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)",0,0
"477",6548,"Bad Boys II (2003)",13.5,4
"478",6564,"Lara Croft Tomb Raider: The Cradle of Life (2003)",10.5,3
"479",6582,"Remo Williams: The Adventure Begins (1985)",17.5,5
"480",6584,"What's Up, Tiger Lily? (1966)",7,2
"481",6624,"Agent Cody Banks (2003)",8,3
"482",6629,"House of Wax (1953)",100.5,31
"483",6645,"THX 1138 (1971)",0,0
"484",6686,"Medallion, The (2003)",0,0
"485",6709,"Once Upon a Time in Mexico (2003)",4,1
"486",6757,"Demonlover (2002)",5,1
"487",6774,"Videodrome (1983)",9,2
"488",6776,"Lagaan: Once Upon a Time in India (2001)",24.5,6
"489",6785,"Seven Brides for Seven Brothers (1954)",0,0
"490",6798,"Bugsy Malone (1976)",2,1
"491",6857,"Ninja Scroll (Jûbei ninpûchô) (1995)",0,0
"492",6868,"Wonderland (2003)",4,1
"493",6885,"In the Cut (2003)",0,0
"494",6892,"Singing Detective, The (2003)",0,0
"495",6902,"Interstate 60 (2002)",45,11
"496",6934,"Matrix Revolutions, The (2003)",73,20
"497",6953,"21 Grams (2003)",0,0
"498",6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",3,1
"499",6958,"Haunted Mansion, The (2003)",2.5,1
"500",6966,"Darkman (1990)",0,0
"501",6990,"The Great Train Robbery (1978)",12,4
"502",7001,"Invasion of the Body Snatchers (1978)",0,0
"503",7003,"Kafka (1991)",0,0
"504",7004,"Kindergarten Cop (1990)",4.5,1
"505",7007,"Last Boy Scout, The (1991)",13.5,5
"506",7022,"Battle Royale (Batoru rowaiaru) (2000)",0,0
"507",7040,"To Live and Die in L.A. (1985)",18.5,7
"508",7044,"Wild at Heart (1990)",14,5
"509",7046,"Witches of Eastwick, The (1987)",6,2
"510",7048,"Nothing to Lose (1997)",4,1
"511",7067,"Juliet of the Spirits (Giulietta degli spiriti) (1965)",33.5,9
"512",7072,"Stagecoach (1939)",111.5,37
"513",7076,"Bullitt (1968)",259,69
"514",7099,"Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)",0,0
"515",7123,"Naked Lunch (1991)",182.5,49
"516",7126,"Killing of a Chinese Bookie, The (1976)",4.5,3
"517",7135,"Shoot the Piano Player (Tirez sur le pianiste) (1960)",9,4
"518",7143,"Last Samurai, The (2003)",17,5
"519",7153,"Lord of the Rings: The Return of the King, The (2003)",11,4
"520",7164,"Peter Pan (2003)",0,0
"521",7198,"The Pick-up Artist (1987)",6.5,2
"522",7215,"To Have and Have Not (1944)",2,1
"523",7216,"High Sierra (1941)",88,23
"524",7217,"Dark Passage (1947)",18,7
"525",7235,"Ichi the Killer (Koroshiya 1) (2001)",5,1
"526",7247,"Chitty Chitty Bang Bang (1968)",3.5,1
"527",7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",0,0
"528",7305,"Black Widow (1987)",3,1
"529",7307,"Flesh & Blood (1985)",11,3
"530",7325,"Starsky & Hutch (2004)",0,0
"531",7360,"Dawn of the Dead (2004)",8,3
"532",7369,"Scooby-Doo 2: Monsters Unleashed (2004)",0,0
"533",7373,"Hellboy (2004)",58,16
"534",7374,"Home on the Range (2004)",0,0
"535",7415,"Late Show, The (1977)",0,0
"536",7445,"Man on Fire (2004)",0,0
